added_lines,arm,attempts,changed_files,changed_paths,deleted_lines,dependencies_added_count,duration_ms,fail2pass_count,fail2pass_passed,fail2pass_total,failure_category,holdout_verifier_passed,model,model_answer_nonempty,pass2pass_count,pass2pass_passed,pass2pass_total,passed,patch_path,plan_index,provider,repetition,report_path,run_key,runtime_run_id,status,task_id,tool_steps,trace_path,usage,verifier_exit_code,verifier_stderr_path,verifier_stdout_path
,short_yagni,6,1,"[""app.py""]",,,41020.48,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__short_yagni__r2\patch.diff,21,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__short_yagni__r2\workspace\.pico\runs\run_20260805-110500-49ff69\report.json,path-traversal-boundary__short_yagni__r2,run_20260805-110500-49ff69,pass,path-traversal-boundary,6,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__short_yagni__r2\workspace\.pico\runs\run_20260805-110500-49ff69\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4337, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 126, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4463}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__short_yagni__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__short_yagni__r2\verifier\holdout-0-stdout.txt
,short_yagni,5,1,"[""app.py""]",,,24414.19,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r2\patch.diff,22,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r2\workspace\.pico\runs\run_20260805-110541-f461e2\report.json,single-file-sum-boundary__short_yagni__r2,run_20260805-110541-f461e2,pass,single-file-sum-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r2\workspace\.pico\runs\run_20260805-110541-f461e2\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4090, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 74, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4164}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r2\verifier\holdout-0-stdout.txt
,short_yagni,6,1,"[""app.py""]",,,30988.32,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__short_yagni__r2\patch.diff,23,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__short_yagni__r2\workspace\.pico\runs\run_20260805-110606-b3e194\report.json,json-object-contract__short_yagni__r2,run_20260805-110606-b3e194,pass,json-object-contract,6,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__short_yagni__r2\workspace\.pico\runs\run_20260805-110606-b3e194\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4262, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 80, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4342}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__short_yagni__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__short_yagni__r2\verifier\holdout-0-stdout.txt
,minimal_policy,6,1,"[""config.py""]",,,26410.18,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__minimal_policy__r2\patch.diff,24,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__minimal_policy__r2\workspace\.pico\runs\run_20260805-110637-0d25e6\report.json,config-timeout-migration__minimal_policy__r2,run_20260805-110637-0d25e6,pass,config-timeout-migration,5,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__minimal_policy__r2\workspace\.pico\runs\run_20260805-110637-0d25e6\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4033, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 54, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4087}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__minimal_policy__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__minimal_policy__r2\verifier\holdout-0-stdout.txt
,minimal_policy,5,1,"[""app.py""]",,,24668.17,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__minimal_policy__r1\patch.diff,25,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__minimal_policy__r1\workspace\.pico\runs\run_20260805-110703-ea5d77\report.json,single-file-sum-boundary__minimal_policy__r1,run_20260805-110703-ea5d77,pass,single-file-sum-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__minimal_policy__r1\workspace\.pico\runs\run_20260805-110703-ea5d77\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4083, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 74, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4157}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__minimal_policy__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__minimal_policy__r1\verifier\holdout-0-stdout.txt
,baseline,7,1,"[""app.py""]",,,50085.9,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__baseline__r2\patch.diff,26,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__baseline__r2\workspace\.pico\runs\run_20260805-110728-1f7ff1\report.json,path-traversal-boundary__baseline__r2,run_20260805-110728-1f7ff1,pass,path-traversal-boundary,6,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__baseline__r2\workspace\.pico\runs\run_20260805-110728-1f7ff1\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4194, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 86, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4280}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__baseline__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__baseline__r2\verifier\holdout-0-stdout.txt
,minimal_policy,6,1,"[""app.py""]",,,35694.33,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__minimal_policy__r2\patch.diff,27,openai,2,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__minimal_policy__r2\workspace\.pico\runs\run_20260805-110818-d0a11e\report.json,json-object-contract__minimal_policy__r2,run_20260805-110818-d0a11e,pass,json-object-contract,6,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__minimal_policy__r2\workspace\.pico\runs\run_20260805-110818-d0a11e\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4135, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 102, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4237}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__minimal_policy__r2\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__minimal_policy__r2\verifier\holdout-0-stdout.txt
,minimal_policy,5,1,"[""app.py""]",,,29491.99,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__minimal_policy__r1\patch.diff,28,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__minimal_policy__r1\workspace\.pico\runs\run_20260805-110854-bd21be\report.json,csv-formula-boundary__minimal_policy__r1,run_20260805-110854-bd21be,pass,csv-formula-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__minimal_policy__r1\workspace\.pico\runs\run_20260805-110854-bd21be\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4019, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 59, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4078}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__minimal_policy__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__minimal_policy__r1\verifier\holdout-0-stdout.txt
,short_yagni,5,1,"[""app.py""]",,,28068.51,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r3\patch.diff,29,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r3\workspace\.pico\runs\run_20260805-110923-4688c0\report.json,csv-formula-boundary__short_yagni__r3,run_20260805-110923-4688c0,pass,csv-formula-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r3\workspace\.pico\runs\run_20260805-110923-4688c0\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4024, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 107, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4131}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__short_yagni__r3\verifier\holdout-0-stdout.txt
,baseline,6,1,"[""app.py""]",,,38534.67,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r3\patch.diff,30,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r3\workspace\.pico\runs\run_20260805-110951-d4c4f5\report.json,json-object-contract__baseline__r3,run_20260805-110951-d4c4f5,pass,json-object-contract,6,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r3\workspace\.pico\runs\run_20260805-110951-d4c4f5\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4178, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 100, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4278}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r3\verifier\holdout-0-stdout.txt
,baseline,5,1,"[""app.py""]",,,22703.96,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r1\patch.diff,31,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r1\workspace\.pico\runs\run_20260805-111030-5641a9\report.json,csv-formula-boundary__baseline__r1,run_20260805-111030-5641a9,pass,csv-formula-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r1\workspace\.pico\runs\run_20260805-111030-5641a9\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 3938, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 75, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4013}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r1\verifier\holdout-0-stdout.txt
,baseline,7,1,"[""app.py""]",,,37202.8,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r1\patch.diff,32,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r1\workspace\.pico\runs\run_20260805-111052-d7c212\report.json,json-object-contract__baseline__r1,run_20260805-111052-d7c212,pass,json-object-contract,6,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r1\workspace\.pico\runs\run_20260805-111052-d7c212\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4179, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 92, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4271}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__baseline__r1\verifier\holdout-0-stdout.txt
,minimal_policy,6,1,"[""app.py""]",,,40545.29,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__minimal_policy__r1\patch.diff,33,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__minimal_policy__r1\workspace\.pico\runs\run_20260805-111130-08e81f\report.json,path-traversal-boundary__minimal_policy__r1,run_20260805-111130-08e81f,pass,path-traversal-boundary,6,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__minimal_policy__r1\workspace\.pico\runs\run_20260805-111130-08e81f\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4347, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 69, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4416}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__minimal_policy__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__minimal_policy__r1\verifier\holdout-0-stdout.txt
,baseline,6,1,"[""app.py""]",,,29042.77,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r3\patch.diff,34,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r3\workspace\.pico\runs\run_20260805-111210-97ccc7\report.json,csv-formula-boundary__baseline__r3,run_20260805-111210-97ccc7,pass,csv-formula-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r3\workspace\.pico\runs\run_20260805-111210-97ccc7\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 3940, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 73, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4013}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\csv-formula-boundary__baseline__r3\verifier\holdout-0-stdout.txt
,short_yagni,9,1,"[""app.py""]",,,59791.89,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__short_yagni__r1\patch.diff,35,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__short_yagni__r1\workspace\.pico\runs\run_20260805-111239-f98119\report.json,path-traversal-boundary__short_yagni__r1,run_20260805-111239-f98119,pass,path-traversal-boundary,9,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__short_yagni__r1\workspace\.pico\runs\run_20260805-111239-f98119\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4886, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 76, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4962}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__short_yagni__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\path-traversal-boundary__short_yagni__r1\verifier\holdout-0-stdout.txt
,minimal_policy,5,1,"[""app.py""]",,,22643.85,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__minimal_policy__r3\patch.diff,36,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__minimal_policy__r3\workspace\.pico\runs\run_20260805-111339-4055f3\report.json,single-file-sum-boundary__minimal_policy__r3,run_20260805-111339-4055f3,pass,single-file-sum-boundary,5,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__minimal_policy__r3\workspace\.pico\runs\run_20260805-111339-4055f3\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4082, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 68, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4150}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__minimal_policy__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__minimal_policy__r3\verifier\holdout-0-stdout.txt
,short_yagni,5,1,"[""app.py""]",,,26181.26,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__short_yagni__r3\patch.diff,37,openai,3,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__short_yagni__r3\workspace\.pico\runs\run_20260805-111402-4e98a5\report.json,json-object-contract__short_yagni__r3,run_20260805-111402-4e98a5,pass,json-object-contract,5,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__short_yagni__r3\workspace\.pico\runs\run_20260805-111402-4e98a5\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4072, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 99, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4171}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__short_yagni__r3\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\json-object-contract__short_yagni__r3\verifier\holdout-0-stdout.txt
,short_yagni,5,1,"[""app.py""]",,,25810.66,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r1\patch.diff,38,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r1\workspace\.pico\runs\run_20260805-111428-c1eaeb\report.json,single-file-sum-boundary__short_yagni__r1,run_20260805-111428-c1eaeb,pass,single-file-sum-boundary,4,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r1\workspace\.pico\runs\run_20260805-111428-c1eaeb\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 3885, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 77, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 3962}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\single-file-sum-boundary__short_yagni__r1\verifier\holdout-0-stdout.txt
,minimal_policy,5,1,"[""app.py""]",,,27537.74,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\stdlib-url-host__minimal_policy__r1\patch.diff,39,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\stdlib-url-host__minimal_policy__r1\workspace\.pico\runs\run_20260805-111454-df1a63\report.json,stdlib-url-host__minimal_policy__r1,run_20260805-111454-df1a63,pass,stdlib-url-host,5,artifacts\minimal-change\resume-experiment-r15-54\runs\stdlib-url-host__minimal_policy__r1\workspace\.pico\runs\run_20260805-111454-df1a63\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4087, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 87, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4174}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\stdlib-url-host__minimal_policy__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\stdlib-url-host__minimal_policy__r1\verifier\holdout-0-stdout.txt
,minimal_policy,6,1,"[""config.py""]",,,32009.91,1,True,1,,True,gpt-5.5,True,2,True,2,True,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__minimal_policy__r1\patch.diff,40,openai,1,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__minimal_policy__r1\workspace\.pico\runs\run_20260805-111521-03fec9\report.json,config-timeout-migration__minimal_policy__r1,run_20260805-111521-03fec9,pass,config-timeout-migration,5,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__minimal_policy__r1\workspace\.pico\runs\run_20260805-111521-03fec9\trace.jsonl,"{""cache_hit"": false, ""cached_tokens"": 0, ""image_input_count"": 0, ""input_tokens"": 4033, ""native_tool_call_count"": 0, ""native_tools_enabled"": true, ""output_tokens"": 81, ""prompt_cache_key"": null, ""prompt_cache_retention"": null, ""prompt_cache_supported"": false, ""provider_attempts"": 1, ""provider_base_url"": ""<redacted>"", ""provider_model"": ""gpt-5.5"", ""provider_protocol"": ""openai"", ""provider_retry_count"": 0, ""tool_call_channel"": ""text"", ""total_tokens"": 4114}",0,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__minimal_policy__r1\verifier\holdout-0-stderr.txt,artifacts\minimal-change\resume-experiment-r15-54\runs\config-timeout-migration__minimal_policy__r1\verifier\holdout-0-stdout.txt
